match_key,source,tour,tournament,year,round_label,round_num,date,player_a,player_b,favorite,favorite_prob,winner,favorite_won,logged_at,market_prob_a,status_detail,ended_by_retirement
ATP|Cincinnati Open|2026|R4|Mensik J.::Tirante T.A.,live_espn,ATP,Cincinnati Open,2026,Round 4,4,2026-08-19 17:05:00+00:00,Tirante T.A.,Mensik J.,Mensik J.,0.6977,Tirante T.A.,False,2026-08-19 21:54:03.228109+00:00,0.336,,
ATP|Cincinnati Open|2026|R4|Paul T.::Zverev A.,live_espn,ATP,Cincinnati Open,2026,Round 4,4,2026-08-19 18:00:00+00:00,Zverev A.,Paul T.,Zverev A.,0.7018,Paul T.,False,2026-08-20 17:59:11.271222+00:00,0.687,STATUS_FINAL,False
ATP|Cincinnati Open|2026|R5|Fritz T.::Nakashima B.,live_espn,ATP,Cincinnati Open,2026,Quarterfinal,5,2026-08-21 20:05:00+00:00,Fritz T.,Nakashima B.,Fritz T.,0.6625,Nakashima B.,False,2026-08-24 18:09:24.958209+00:00,,STATUS_FINAL,False
ATP|Cincinnati Open|2026|R5|Musetti L.::Tiafoe F.,live_espn,ATP,Cincinnati Open,2026,Quarterfinal,5,2026-08-21 23:05:00+00:00,Musetti L.,Tiafoe F.,Musetti L.,0.5323,Tiafoe F.,False,2026-08-24 18:09:24.959166+00:00,,STATUS_FINAL,False
ATP|Cincinnati Open|2026|R5|Cobolli F.::Paul T.,live_espn,ATP,Cincinnati Open,2026,Quarterfinal,5,2026-08-20 19:45:00+00:00,Paul T.,Cobolli F.,Paul T.,0.645,Cobolli F.,False,2026-08-24 18:09:24.956574+00:00,,STATUS_FINAL,False
ATP|Cincinnati Open|2026|R5|Fils A.::Tirante T.A.,live_espn,ATP,Cincinnati Open,2026,Quarterfinal,5,2026-08-21 00:40:00+00:00,Tirante T.A.,Fils A.,Fils A.,0.7547,Fils A.,True,2026-08-24 18:09:24.957654+00:00,,STATUS_FINAL,False
ATP|Cincinnati Open|2026|R6|Cobolli F.::Fils A.,live_espn,ATP,Cincinnati Open,2026,Semifinal,6,2026-08-22 18:15:00+00:00,Cobolli F.,Fils A.,Fils A.,0.6998,Fils A.,True,2026-08-24 18:09:24.960165+00:00,,STATUS_FINAL,False
ATP|Cincinnati Open|2026|R6|Nakashima B.::Tiafoe F.,live_espn,ATP,Cincinnati Open,2026,Semifinal,6,2026-08-22 23:10:00+00:00,Nakashima B.,Tiafoe F.,Tiafoe F.,0.5561,Tiafoe F.,True,2026-08-24 18:09:24.961168+00:00,,STATUS_FINAL,False
ATP|Cincinnati Open|2026|R7|Fils A.::Tiafoe F.,live_espn,ATP,Cincinnati Open,2026,Final,7,2026-08-23 20:40:00+00:00,Fils A.,Tiafoe F.,Fils A.,0.5782,Fils A.,True,2026-08-24 18:09:24.961680+00:00,,STATUS_FINAL,False
ATP|Montreal Open|2026|R1|Altmaier D.::Vukic A.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Altmaier D.,Vukic A.,Altmaier D.,0.5183,Altmaier D.,True,2026-08-19 17:00:38.653077+00:00,,,
ATP|Montreal Open|2026|R1|Baez S.::Bellucci M.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Bellucci M.,Baez S.,Baez S.,0.57,Baez S.,True,2026-08-19 17:00:38.654075+00:00,,,
ATP|Montreal Open|2026|R1|Bonzi B.::Hanfmann Y.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Bonzi B.,Hanfmann Y.,Hanfmann Y.,0.59,Hanfmann Y.,True,2026-08-19 17:00:38.645074+00:00,,,
ATP|Montreal Open|2026|R1|Borges N.::Kovacevic A.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Borges N.,Kovacevic A.,Borges N.,0.6019,Borges N.,True,2026-08-19 17:00:38.646076+00:00,,,
ATP|Montreal Open|2026|R1|Burruchaga R.::Popyrin A.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Burruchaga R.,Popyrin A.,Burruchaga R.,0.6163,Popyrin A.,False,2026-08-19 17:00:38.655075+00:00,,,
ATP|Montreal Open|2026|R1|Carrenobusta P.::Royer V.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Carrenobusta P.,Royer V.,Carrenobusta P.,0.5913,Royer V.,False,2026-08-19 17:00:38.657074+00:00,,,
ATP|Montreal Open|2026|R1|Cerundolo J.M.::Medjedovic H.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Cerundolo J.M.,Medjedovic H.,Cerundolo J.M.,0.5321,Cerundolo J.M.,True,2026-08-19 17:00:38.657074+00:00,,,
ATP|Montreal Open|2026|R1|Cilic M.::Shimabukuro S.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Cilic M.,Shimabukuro S.,Cilic M.,0.6688,Cilic M.,True,2026-08-19 17:00:38.658076+00:00,,,
ATP|Montreal Open|2026|R1|Damm M.::Tsitsipas S.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Damm M.,Tsitsipas S.,Tsitsipas S.,0.6349,Tsitsipas S.,True,2026-08-19 17:00:38.659075+00:00,,,
ATP|Montreal Open|2026|R1|Atmane T.::Draper J.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Draper J.,Atmane T.,Draper J.,0.7823,Atmane T.,False,2026-08-19 17:00:38.660075+00:00,,,
ATP|Montreal Open|2026|R1|Duckworth J.::O Connell C.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Duckworth J.,O Connell C.,O Connell C.,0.5153,Duckworth J.,False,2026-08-19 17:00:38.648077+00:00,,,
ATP|Montreal Open|2026|R1|Fearnley J.::Mannarino A.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Fearnley J.,Mannarino A.,Mannarino A.,0.6704,Fearnley J.,False,2026-08-19 17:00:38.662075+00:00,,,
ATP|Montreal Open|2026|R1|Galarneau A.::Kopriva V.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Galarneau A.,Kopriva V.,Kopriva V.,0.6657,Kopriva V.,True,2026-08-19 17:00:38.649077+00:00,,,
ATP|Montreal Open|2026|R1|Giron M.::Hurkacz H.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Hurkacz H.,Giron M.,Hurkacz H.,0.5503,Hurkacz H.,True,2026-08-19 17:00:38.663075+00:00,,,
ATP|Montreal Open|2026|R1|Diallo G.::Jacquet K.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Jacquet K.,Diallo G.,Diallo G.,0.5719,Diallo G.,True,2026-08-19 17:00:38.664075+00:00,,,
ATP|Montreal Open|2026|R1|Marozsan F.::Mochizuki S.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Marozsan F.,Mochizuki S.,Marozsan F.,0.6709,Marozsan F.,True,2026-08-19 17:00:38.665075+00:00,,,
ATP|Montreal Open|2026|R1|Andaluce M.::Mejia N.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Mejia N.,Andaluce M.,Andaluce M.,0.5762,Mejia N.,False,2026-08-19 17:00:38.650077+00:00,,,
ATP|Montreal Open|2026|R1|Landaluce M.::Mejia N.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Mejia N.,Landaluce M.,Landaluce M.,0.6834,Mejia N.,False,2026-08-24 18:09:22.884787+00:00,,,
ATP|Montreal Open|2026|R1|Draxl L.::Merida Aguilar D.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Merida Aguilar D.,Draxl L.,Merida Aguilar D.,0.7043,Merida Aguilar D.,True,2026-08-19 17:00:38.666077+00:00,,,
ATP|Montreal Open|2026|R1|Majchrzak K.::Monfils G.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Monfils G.,Majchrzak K.,Majchrzak K.,0.5945,Monfils G.,False,2026-08-19 17:00:38.668075+00:00,,,
ATP|Montreal Open|2026|R1|Fucsovics M.::Moutet C.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Moutet C.,Fucsovics M.,Moutet C.,0.5614,Moutet C.,True,2026-08-19 17:00:38.669076+00:00,,,
ATP|Montreal Open|2026|R1|Hijikata R.::Munar J.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-02 00:00:00+00:00,Munar J.,Hijikata R.,Munar J.,0.6016,Munar J.,True,2026-08-19 17:00:38.643076+00:00,,,
ATP|Montreal Open|2026|R1|Berrettini M.::Navone M.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Navone M.,Berrettini M.,Berrettini M.,0.7408,Navone M.,False,2026-08-19 17:00:38.651075+00:00,,,
ATP|Montreal Open|2026|R1|Griekspoor T.::Sonego L.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Sonego L.,Griekspoor T.,Griekspoor T.,0.5997,Griekspoor T.,True,2026-08-19 17:00:38.670074+00:00,,,
ATP|Montreal Open|2026|R1|Michelsen A.::Struff J.L.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Struff J.L.,Michelsen A.,Michelsen A.,0.7364,Michelsen A.,True,2026-08-19 17:00:38.672075+00:00,,,
ATP|Montreal Open|2026|R1|Chan D.::Tirante T.A.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Tirante T.A.,Chan D.,Tirante T.A.,0.547,Tirante T.A.,True,2026-08-19 17:00:38.673075+00:00,,,
ATP|Montreal Open|2026|R1|Norrie C.::Ugocarabelli C.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Ugocarabelli C.,Norrie C.,Norrie C.,0.6724,Norrie C.,True,2026-08-19 17:00:38.675075+00:00,,,
ATP|Montreal Open|2026|R1|Shang J.::Vallejo D.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-02 00:00:00+00:00,Vallejo D.,Shang J.,Vallejo D.,0.5909,Shang J.,False,2026-08-19 17:00:38.644075+00:00,,,
ATP|Montreal Open|2026|R1|Droguet T.::Vanassche L.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-03 00:00:00+00:00,Vanassche L.,Droguet T.,Droguet T.,0.5525,Droguet T.,True,2026-08-19 17:00:38.652076+00:00,,,
ATP|Montreal Open|2026|R1|Mpetshiperricard G.::Vandezandschulp B.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Vandezandschulp B.,Mpetshiperricard G.,Vandezandschulp B.,0.5,Vandezandschulp B.,True,2026-08-19 17:00:38.677075+00:00,,,
ATP|Montreal Open|2026|R1|Brooksby J.::Walton A.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Walton A.,Brooksby J.,Brooksby J.,0.6563,Brooksby J.,True,2026-08-19 17:00:38.678077+00:00,,,
ATP|Montreal Open|2026|R1|Kecmanovic M.::Zheng M.,kaggle_concluded,ATP,Montreal Open,2026,Round 1,1,2026-08-04 00:00:00+00:00,Zheng M.,Kecmanovic M.,Kecmanovic M.,0.5663,Kecmanovic M.,True,2026-08-19 17:00:38.679077+00:00,,,
ATP|Montreal Open|2026|R2|Altmaier D.::Nakashima B.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-04 00:00:00+00:00,Altmaier D.,Nakashima B.,Nakashima B.,0.7179,Nakashima B.,True,2026-08-19 17:00:38.679077+00:00,,,
ATP|Montreal Open|2026|R2|Baez S.::Bergs Z.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Baez S.,Bergs Z.,Bergs Z.,0.589,Bergs Z.,True,2026-08-19 17:00:38.681075+00:00,,,
ATP|Montreal Open|2026|R2|Borges N.::Etcheverry T.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Borges N.,Etcheverry T.,Etcheverry T.,0.5498,Borges N.,False,2026-08-19 17:00:38.682074+00:00,,,
ATP|Montreal Open|2026|R2|Buse I.::Norrie C.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Buse I.,Norrie C.,Norrie C.,0.5837,Norrie C.,True,2026-08-19 17:00:38.683077+00:00,,,
ATP|Montreal Open|2026|R2|Cerundolo J.M.::Ruud C.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Cerundolo J.M.,Ruud C.,Ruud C.,0.6565,Ruud C.,True,2026-08-19 17:00:38.683077+00:00,,,
ATP|Montreal Open|2026|R2|Collignon R.::Popyrin A.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Collignon R.,Popyrin A.,Collignon R.,0.663,Popyrin A.,False,2026-08-19 17:00:38.684074+00:00,,,
ATP|Montreal Open|2026|R2|Droguet T.::Faria J.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-06 00:00:00+00:00,Droguet T.,Faria J.,Faria J.,0.509,Droguet T.,False,2026-08-19 17:00:38.695110+00:00,,,
ATP|Montreal Open|2026|R2|Deminaur A.::Duckworth J.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Duckworth J.,Deminaur A.,Deminaur A.,0.5766,Deminaur A.,True,2026-08-19 17:00:38.684074+00:00,,,
ATP|Montreal Open|2026|R2|Fils A.::Svajda Z.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Fils A.,Svajda Z.,Fils A.,0.8272,Fils A.,True,2026-08-19 17:00:38.685076+00:00,,,
ATP|Montreal Open|2026|R2|Fonseca J.::Tsitsipas S.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Fonseca J.,Tsitsipas S.,Fonseca J.,0.5238,Fonseca J.,True,2026-08-19 17:00:38.686077+00:00,,,
ATP|Montreal Open|2026|R2|Fritz T.::Tirante T.A.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Fritz T.,Tirante T.A.,Fritz T.,0.7873,Tirante T.A.,False,2026-08-19 17:00:38.686077+00:00,,,
ATP|Montreal Open|2026|R2|Cobolli F.::Hanfmann Y.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Hanfmann Y.,Cobolli F.,Cobolli F.,0.5653,Hanfmann Y.,False,2026-08-19 17:00:38.687074+00:00,,,
ATP|Montreal Open|2026|R2|Hurkacz H.::Tabilo A.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Hurkacz H.,Tabilo A.,Tabilo A.,0.6448,Hurkacz H.,False,2026-08-19 17:00:38.687074+00:00,,,
ATP|Montreal Open|2026|R2|Jodar R.::Moutet C.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Jodar R.,Moutet C.,Jodar R.,0.6182,Jodar R.,True,2026-08-19 17:00:38.688074+00:00,,,
ATP|Montreal Open|2026|R2|Atmane T.::Khachanov K.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Khachanov K.,Atmane T.,Khachanov K.,0.5641,Atmane T.,False,2026-08-19 17:00:38.689074+00:00,,,
ATP|Montreal Open|2026|R2|Kopriva V.::Lehecka J.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-04 00:00:00+00:00,Lehecka J.,Kopriva V.,Lehecka J.,0.7513,Lehecka J.,True,2026-08-19 17:00:38.680075+00:00,,,
ATP|Montreal Open|2026|R2|Arnaldi M.::Marozsan F.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Marozsan F.,Arnaldi M.,Marozsan F.,0.6145,Arnaldi M.,False,2026-08-19 17:00:38.689074+00:00,,,
ATP|Montreal Open|2026|R2|Medvedev D.::Vandezandschulp B.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-06 00:00:00+00:00,Medvedev D.,Vandezandschulp B.,Medvedev D.,0.8388,Vandezandschulp B.,False,2026-08-19 17:00:38.695110+00:00,,,
ATP|Montreal Open|2026|R2|Mejia N.::Musetti L.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Mejia N.,Musetti L.,Musetti L.,0.8052,Musetti L.,True,2026-08-19 17:00:38.689074+00:00,,,
ATP|Montreal Open|2026|R2|Fearnley J.::Mensik J.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Mensik J.,Fearnley J.,Mensik J.,0.8507,Mensik J.,True,2026-08-19 17:00:38.690075+00:00,,,
ATP|Montreal Open|2026|R2|Humbert U.::Merida Aguilar D.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Merida Aguilar D.,Humbert U.,Humbert U.,0.6433,Merida Aguilar D.,False,2026-08-19 17:00:38.690075+00:00,,,
ATP|Montreal Open|2026|R2|Cerundolo F.::Michelsen A.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Michelsen A.,Cerundolo F.,Cerundolo F.,0.5083,Michelsen A.,False,2026-08-19 17:00:38.691074+00:00,,,
ATP|Montreal Open|2026|R2|Kecmanovic M.::Rinderknech A.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Rinderknech A.,Kecmanovic M.,Rinderknech A.,0.588,Rinderknech A.,True,2026-08-19 17:00:38.691074+00:00,,,
ATP|Montreal Open|2026|R2|Paul T.::Royer V.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-06 00:00:00+00:00,Royer V.,Paul T.,Paul T.,0.8074,Paul T.,True,2026-08-19 17:00:38.696110+00:00,,,
ATP|Montreal Open|2026|R2|Rublev A.::Shang J.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-04 00:00:00+00:00,Rublev A.,Shang J.,Rublev A.,0.6316,Shang J.,False,2026-08-19 17:00:38.681075+00:00,,,
ATP|Montreal Open|2026|R2|Brooksby J.::Shelton B.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Shelton B.,Brooksby J.,Shelton B.,0.7265,Shelton B.,True,2026-08-19 17:00:38.692076+00:00,,,
ATP|Montreal Open|2026|R2|Cilic M.::Tiafoe F.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Tiafoe F.,Cilic M.,Tiafoe F.,0.6473,Tiafoe F.,True,2026-08-19 17:00:38.692076+00:00,,,
ATP|Montreal Open|2026|R2|Monfils G.::Tien L.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-06 00:00:00+00:00,Tien L.,Monfils G.,Tien L.,0.6174,Tien L.,True,2026-08-19 17:00:38.696110+00:00,,,
ATP|Montreal Open|2026|R2|Navone M.::Vacherot V.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Vacherot V.,Navone M.,Vacherot V.,0.7707,Navone M.,False,2026-08-19 17:00:38.693074+00:00,,,
ATP|Montreal Open|2026|R2|Griekspoor T.::Zverev A.,kaggle_concluded,ATP,Montreal Open,2026,Round 2,2,2026-08-05 00:00:00+00:00,Zverev A.,Griekspoor T.,Zverev A.,0.7772,Griekspoor T.,False,2026-08-19 17:00:38.694258+00:00,,,
ATP|Montreal Open|2026|R3|Bergs Z.::Shelton B.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-07 00:00:00+00:00,Bergs Z.,Shelton B.,Shelton B.,0.7383,Shelton B.,True,2026-08-19 17:00:38.698110+00:00,,,
ATP|Montreal Open|2026|R3|Blockx A.::Lehecka J.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-06 00:00:00+00:00,Blockx A.,Lehecka J.,Lehecka J.,0.7224,Lehecka J.,True,2026-08-19 17:00:38.697111+00:00,,,
ATP|Montreal Open|2026|R3|Borges N.::Hanfmann Y.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-06 00:00:00+00:00,Borges N.,Hanfmann Y.,Hanfmann Y.,0.5214,Borges N.,False,2026-08-19 17:00:38.697111+00:00,,,
ATP|Montreal Open|2026|R3|Deminaur A.::Norrie C.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-06 00:00:00+00:00,Deminaur A.,Norrie C.,Norrie C.,0.6724,Norrie C.,True,2026-08-19 17:00:38.697111+00:00,,,
ATP|Montreal Open|2026|R3|Droguet T.::Nakashima B.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-07 00:00:00+00:00,Droguet T.,Nakashima B.,Nakashima B.,0.6484,Nakashima B.,True,2026-08-19 17:00:38.698110+00:00,,,
ATP|Montreal Open|2026|R3|Fils A.::Navone M.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-06 00:00:00+00:00,Fils A.,Navone M.,Fils A.,0.8466,Fils A.,True,2026-08-19 17:00:38.698110+00:00,,,
ATP|Montreal Open|2026|R3|Arnaldi M.::Griekspoor T.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-07 00:00:00+00:00,Griekspoor T.,Arnaldi M.,Griekspoor T.,0.6843,Griekspoor T.,True,2026-08-19 17:00:38.698110+00:00,,,
ATP|Montreal Open|2026|R3|Jodar R.::Musetti L.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-07 00:00:00+00:00,Jodar R.,Musetti L.,Musetti L.,0.5752,Jodar R.,False,2026-08-19 17:00:38.699110+00:00,,,
ATP|Montreal Open|2026|R3|Atmane T.::Mensik J.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-07 00:00:00+00:00,Mensik J.,Atmane T.,Mensik J.,0.726,Mensik J.,True,2026-08-19 17:00:38.699110+00:00,,,
ATP|Montreal Open|2026|R3|Merida Aguilar D.::Michelsen A.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-07 00:00:00+00:00,Michelsen A.,Merida Aguilar D.,Michelsen A.,0.6376,Merida Aguilar D.,False,2026-08-19 17:00:38.699110+00:00,,,
ATP|Montreal Open|2026|R3|Paul T.::Tien L.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-08 00:00:00+00:00,Paul T.,Tien L.,Tien L.,0.5023,Tien L.,True,2026-08-19 17:00:38.699110+00:00,,,
ATP|Montreal Open|2026|R3|Fonseca J.::Ruud C.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-08 00:00:00+00:00,Ruud C.,Fonseca J.,Ruud C.,0.5496,Fonseca J.,False,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R3|Darderi L.::Shang J.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-06 00:00:00+00:00,Shang J.,Darderi L.,Shang J.,0.5999,Darderi L.,False,2026-08-19 17:00:38.698110+00:00,,,
ATP|Montreal Open|2026|R3|Popyrin A.::Tirante T.A.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-08 00:00:00+00:00,Tirante T.A.,Popyrin A.,Tirante T.A.,0.5948,Tirante T.A.,True,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R3|Hurkacz H.::Vandezandschulp B.,kaggle_concluded,ATP,Montreal Open,2026,Round 3,3,2026-08-07 00:00:00+00:00,Vandezandschulp B.,Hurkacz H.,Hurkacz H.,0.5637,Vandezandschulp B.,False,2026-08-19 17:00:38.699110+00:00,,,
ATP|Montreal Open|2026|R4|Borges N.::Darderi L.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-08 00:00:00+00:00,Darderi L.,Borges N.,Borges N.,0.5956,Darderi L.,False,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R4|Jodar R.::Lehecka J.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-09 00:00:00+00:00,Jodar R.,Lehecka J.,Lehecka J.,0.5734,Jodar R.,False,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R4|Griekspoor T.::Merida Aguilar D.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-09 00:00:00+00:00,Merida Aguilar D.,Griekspoor T.,Griekspoor T.,0.5688,Merida Aguilar D.,False,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R4|Fils A.::Norrie C.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-09 00:00:00+00:00,Norrie C.,Fils A.,Fils A.,0.6442,Fils A.,True,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R4|Nakashima B.::Rinderknech A.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-08 00:00:00+00:00,Rinderknech A.,Nakashima B.,Nakashima B.,0.5842,Nakashima B.,True,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R4|Fonseca J.::Shelton B.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-09 00:00:00+00:00,Shelton B.,Fonseca J.,Shelton B.,0.685,Shelton B.,True,2026-08-19 17:00:38.700109+00:00,,,
ATP|Montreal Open|2026|R4|Tien L.::Tirante T.A.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-09 00:00:00+00:00,Tirante T.A.,Tien L.,Tien L.,0.7038,Tien L.,True,2026-08-19 17:00:38.701109+00:00,,,
ATP|Montreal Open|2026|R4|Mensik J.::Vandezandschulp B.,kaggle_concluded,ATP,Montreal Open,2026,Round 4,4,2026-08-10 00:00:00+00:00,Vandezandschulp B.,Mensik J.,Mensik J.,0.7809,Mensik J.,True,2026-08-19 17:00:38.701109+00:00,,,
ATP|Montreal Open|2026|R5|Fils A.::Jodar R.,kaggle_concluded,ATP,Montreal Open,2026,Quarterfinal,5,2026-08-11 00:00:00+00:00,Fils A.,Jodar R.,Fils A.,0.6234,Jodar R.,False,2026-08-19 17:00:38.701109+00:00,,,
ATP|Montreal Open|2026|R5|Merida Aguilar D.::Tien L.,kaggle_concluded,ATP,Montreal Open,2026,Quarterfinal,5,2026-08-12 00:00:00+00:00,Merida Aguilar D.,Tien L.,Tien L.,0.6673,Tien L.,True,2026-08-19 17:00:38.701109+00:00,,,
ATP|Montreal Open|2026|R5|Darderi L.::Nakashima B.,kaggle_concluded,ATP,Montreal Open,2026,Quarterfinal,5,2026-08-11 00:00:00+00:00,Nakashima B.,Darderi L.,Nakashima B.,0.7227,Nakashima B.,True,2026-08-19 17:00:38.701109+00:00,,,
ATP|Montreal Open|2026|R5|Mensik J.::Shelton B.,kaggle_concluded,ATP,Montreal Open,2026,Quarterfinal,5,2026-08-11 00:00:00+00:00,Shelton B.,Mensik J.,Shelton B.,0.5406,Shelton B.,True,2026-08-19 17:00:38.701109+00:00,,,
