match_key,tour,tournament,year,player,corrections,depth,round_label,sim_prob,actual_reached,logged_at
ATP|French Open|2022|off,ATP,French Open,2022,Djokovic N.,off,3,Quarterfinal,0.592,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Djokovic N.,off,4,Round of 16,0.734,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Djokovic N.,off,5,Round of 32,0.82,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Djokovic N.,off,6,Round of 64,0.918,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Nishioka Y.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Nishioka Y.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Nishioka Y.,off,2,Semifinal,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Nishioka Y.,off,3,Quarterfinal,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Nishioka Y.,off,4,Round of 16,0.016,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Nishioka Y.,off,5,Round of 32,0.032,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Nishioka Y.,off,6,Round of 64,0.082,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Molcan A.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Molcan A.,off,1,Final,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Molcan A.,off,2,Semifinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Molcan A.,off,3,Quarterfinal,0.026,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Molcan A.,off,4,Round of 16,0.064,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Molcan A.,off,5,Round of 32,0.102,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Molcan A.,off,6,Round of 64,0.544,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coria F.,off,0,Champion,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coria F.,off,1,Final,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coria F.,off,2,Semifinal,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coria F.,off,3,Quarterfinal,0.016,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coria F.,off,4,Round of 16,0.024,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coria F.,off,5,Round of 32,0.046,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coria F.,off,6,Round of 64,0.456,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Bedene A.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Bedene A.,off,1,Final,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Bedene A.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Bedene A.,off,3,Quarterfinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Bedene A.,off,4,Round of 16,0.042,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Bedene A.,off,5,Round of 32,0.252,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Bedene A.,off,6,Round of 64,0.572,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,O Connell C.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,O Connell C.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,O Connell C.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,O Connell C.,off,3,Quarterfinal,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,O Connell C.,off,4,Round of 16,0.012,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,O Connell C.,off,5,Round of 32,0.146,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,O Connell C.,off,6,Round of 64,0.428,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Cuevas P.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Cuevas P.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Cuevas P.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Cuevas P.,off,3,Quarterfinal,0.008,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Cuevas P.,off,4,Round of 16,0.022,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Cuevas P.,off,5,Round of 32,0.176,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Cuevas P.,off,6,Round of 64,0.318,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Brooksby J.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Brooksby J.,off,1,Final,0.008,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Brooksby J.,off,2,Semifinal,0.018,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Brooksby J.,off,3,Quarterfinal,0.056,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Brooksby J.,off,4,Round of 16,0.086,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Brooksby J.,off,5,Round of 32,0.426,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Brooksby J.,off,6,Round of 64,0.682,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Dimitrov G.,off,0,Champion,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Dimitrov G.,off,1,Final,0.026,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Dimitrov G.,off,2,Semifinal,0.042,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Dimitrov G.,off,3,Quarterfinal,0.084,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Dimitrov G.,off,4,Round of 16,0.276,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Dimitrov G.,off,5,Round of 32,0.49,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Dimitrov G.,off,6,Round of 64,0.698,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giron M.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giron M.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giron M.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giron M.,off,3,Quarterfinal,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giron M.,off,4,Round of 16,0.044,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giron M.,off,5,Round of 32,0.16,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giron M.,off,6,Round of 64,0.302,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coric B.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coric B.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coric B.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coric B.,off,3,Quarterfinal,0.014,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coric B.,off,4,Round of 16,0.084,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coric B.,off,5,Round of 32,0.204,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Coric B.,off,6,Round of 64,0.534,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Taberner C.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Taberner C.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Taberner C.,off,2,Semifinal,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Taberner C.,off,3,Quarterfinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Taberner C.,off,4,Round of 16,0.042,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Taberner C.,off,5,Round of 32,0.146,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Taberner C.,off,6,Round of 64,0.466,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Altmaier D.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Altmaier D.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Altmaier D.,off,2,Semifinal,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Altmaier D.,off,3,Quarterfinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Altmaier D.,off,4,Round of 16,0.048,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Altmaier D.,off,5,Round of 32,0.144,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Altmaier D.,off,6,Round of 64,0.516,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Munar J.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Munar J.,off,1,Final,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Munar J.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Munar J.,off,3,Quarterfinal,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Munar J.,off,4,Round of 16,0.05,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Munar J.,off,5,Round of 32,0.13,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Munar J.,off,6,Round of 64,0.484,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kuznetsov An.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kuznetsov An.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kuznetsov An.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kuznetsov An.,off,3,Quarterfinal,0.008,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kuznetsov An.,off,4,Round of 16,0.03,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kuznetsov An.,off,5,Round of 32,0.092,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kuznetsov An.,off,6,Round of 64,0.2,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Schwartzman D.,off,0,Champion,0.012,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Schwartzman D.,off,1,Final,0.022,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Schwartzman D.,off,2,Semifinal,0.052,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Schwartzman D.,off,3,Quarterfinal,0.142,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Schwartzman D.,off,4,Round of 16,0.426,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Schwartzman D.,off,5,Round of 32,0.634,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Schwartzman D.,off,6,Round of 64,0.8,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Auger-Aliassime F.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Auger-Aliassime F.,off,1,Final,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Auger-Aliassime F.,off,2,Semifinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Auger-Aliassime F.,off,3,Quarterfinal,0.062,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Auger-Aliassime F.,off,4,Round of 16,0.244,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Auger-Aliassime F.,off,5,Round of 32,0.422,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Auger-Aliassime F.,off,6,Round of 64,0.642,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Varillas J. P.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Varillas J. P.,off,1,Final,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Varillas J. P.,off,2,Semifinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Varillas J. P.,off,3,Quarterfinal,0.028,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Varillas J. P.,off,4,Round of 16,0.074,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Varillas J. P.,off,5,Round of 32,0.18,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Varillas J. P.,off,6,Round of 64,0.358,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Carabelli C.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Carabelli C.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Carabelli C.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Carabelli C.,off,3,Quarterfinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Carabelli C.,off,4,Round of 16,0.09,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Carabelli C.,off,5,Round of 32,0.204,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Carabelli C.,off,6,Round of 64,0.496,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Karatsev A.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Karatsev A.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Karatsev A.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Karatsev A.,off,3,Quarterfinal,0.016,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Karatsev A.,off,4,Round of 16,0.07,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Karatsev A.,off,5,Round of 32,0.194,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Karatsev A.,off,6,Round of 64,0.504,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giannessi A.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giannessi A.,off,1,Final,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giannessi A.,off,2,Semifinal,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giannessi A.,off,3,Quarterfinal,0.022,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giannessi A.,off,4,Round of 16,0.08,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giannessi A.,off,5,Round of 32,0.162,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Giannessi A.,off,6,Round of 64,0.526,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Gojo B.,off,0,Champion,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Gojo B.,off,1,Final,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Gojo B.,off,2,Semifinal,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Gojo B.,off,3,Quarterfinal,0.008,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Gojo B.,off,4,Round of 16,0.06,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Gojo B.,off,5,Round of 32,0.146,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Gojo B.,off,6,Round of 64,0.474,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Krajinovic F.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Krajinovic F.,off,1,Final,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Krajinovic F.,off,2,Semifinal,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Krajinovic F.,off,3,Quarterfinal,0.05,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Krajinovic F.,off,4,Round of 16,0.19,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Krajinovic F.,off,5,Round of 32,0.332,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Krajinovic F.,off,6,Round of 64,0.496,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Opelka R.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Opelka R.,off,1,Final,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Opelka R.,off,2,Semifinal,0.008,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Opelka R.,off,3,Quarterfinal,0.04,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Opelka R.,off,4,Round of 16,0.192,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Opelka R.,off,5,Round of 32,0.36,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Opelka R.,off,6,Round of 64,0.504,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Van De Zandschulp B.,off,0,Champion,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Van De Zandschulp B.,off,1,Final,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Van De Zandschulp B.,off,2,Semifinal,0.016,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Van De Zandschulp B.,off,3,Quarterfinal,0.054,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Van De Zandschulp B.,off,4,Round of 16,0.1,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Van De Zandschulp B.,off,5,Round of 32,0.372,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Van De Zandschulp B.,off,6,Round of 64,0.66,1,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kotov P.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kotov P.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kotov P.,off,2,Semifinal,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kotov P.,off,3,Quarterfinal,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kotov P.,off,4,Round of 16,0.016,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kotov P.,off,5,Round of 32,0.11,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Kotov P.,off,6,Round of 64,0.34,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Fognini F.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Fognini F.,off,1,Final,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Fognini F.,off,2,Semifinal,0.014,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Fognini F.,off,3,Quarterfinal,0.052,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Fognini F.,off,4,Round of 16,0.092,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Fognini F.,off,5,Round of 32,0.392,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Fognini F.,off,6,Round of 64,0.69,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Popyrin A.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Popyrin A.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Popyrin A.,off,2,Semifinal,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Popyrin A.,off,3,Quarterfinal,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Popyrin A.,off,4,Round of 16,0.006,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Popyrin A.,off,5,Round of 32,0.126,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Popyrin A.,off,6,Round of 64,0.31,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Wawrinka S.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Wawrinka S.,off,1,Final,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Wawrinka S.,off,2,Semifinal,0.01,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Wawrinka S.,off,3,Quarterfinal,0.032,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Wawrinka S.,off,4,Round of 16,0.08,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Wawrinka S.,off,5,Round of 32,0.136,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Wawrinka S.,off,6,Round of 64,0.696,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Moutet C.,off,0,Champion,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Moutet C.,off,1,Final,0.0,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Moutet C.,off,2,Semifinal,0.002,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Moutet C.,off,3,Quarterfinal,0.004,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Moutet C.,off,4,Round of 16,0.022,0,2026-08-28T23:29:50.722939+00:00
ATP|French Open|2022|off,ATP,French Open,2022,Moutet C.,off,5,Round of 32,0.04,0,2026-08-28T23:29:50.722939+00:00
