player,hard_elo,clay_elo,grass_elo,overall_elo,hard_matches,clay_matches,grass_matches,current_rank,days_since_last_match,recent_form_residual
Nahimana S.,1484.218758018821,1469.9399680968106,1484.218758018821,1468.437516037642,,,,231.0,102.0,
Naito Y.,1489.0643578368135,1495.1248516466392,1495.1248516466392,1490.2497032932783,,,,210.0,1440.0,
Naklo T.,1455.627278382614,1478.4745371225058,1478.4745371225058,1456.9490742450114,,,,543.0,305.0,
Navarro E.,1598.1359622396953,1624.380311588854,1643.6723250355035,1665.4856591188932,,,,28.0,12.0,-0.041845880420437576
Ngounoue C.,1448.18784114245,1463.3538124132388,1472.3308544774404,1444.6617089548809,,,,178.0,370.0,
Niemeier J.,1451.9601678059485,1443.3943205072483,1490.4820307268237,1463.6099780992417,,,,566.0,40.0,-0.24639498102735563
Noel A.,1485.3559747696813,1493.3588322868702,1493.3588322868702,1486.7176645737404,,,,784.0,733.0,
Noha Akugue N.,1485.5594071102719,1496.2937343119584,1493.3119839143878,1486.623967828776,,,,144.0,39.0,-0.14934087095793114
Noskova L.,1759.180763437987,1694.990326794439,1771.4749434665823,1837.145737018296,,,,8.0,11.0,0.2151891166513119
Nugroho P.,1463.8016152586579,1481.196014893415,1481.196014893415,1462.3920297868297,,,,535.0,671.0,
Nugroho P.M.,1484.0,1492.0,1492.0,1484.0,,,,280.0,305.0,
Nuudi M.,1483.0349420078655,1491.4805533287054,1491.4805533287054,1482.9611066574107,,,,640.0,1433.0,
Okalova M.,1497.9999305860556,1498.90733273052,1498.90733273052,1497.8146654610398,,,,464.0,354.0,
Okamura K.,1470.4237061955469,1475.3416569125095,1483.4403865147087,1466.8807730294172,,,,183.0,517.0,
Oktiabreva A.,1481.445161635516,1490.564491595003,1490.564491595003,1481.1289831900056,,,,403.0,41.0,
Oliynykova O.,1540.337916437868,1569.4951393693732,1528.5170671927883,1571.07851923414,,,,46.0,4.0,0.09790614795199881
Olmos G.,1482.8925580789144,1491.2633953424267,1491.2633953424267,1482.5267906848535,,,,685.0,1692.0,
Ormaechea P.,1485.905039396484,1471.091305607966,1485.905039396484,1471.8100787929682,,,,183.0,1245.0,-0.21917334232860408
Ortenzi J.,1504.261735846575,1532.2592645527548,1512.261735846575,1524.5234716931498,,,,206.0,148.0,
Osaka N.,1812.0817555426615,1742.2873429248216,1736.562210129055,1856.3560319203418,,,,13.0,18.0,0.019751723119128872
Osorio M.,1550.0432780782846,1587.3028694276761,1497.7015506440757,1569.5419672932085,,,,58.0,6.0,-0.1459874967591529
Ostapenko J.,1631.1621899365518,1668.3423670782317,1671.7623560917104,1687.1059585631021,,,,30.0,15.0,-0.043717575111615115
Osuigwe W.,1433.4658424452155,1468.3489159192254,1468.3489159192254,1436.697831838451,,,,197.0,34.0,-0.11968499595000864
Oz I.,1436.7677273684349,1446.716340612949,1462.3870227978732,1424.7740455957467,,,,424.0,47.0,
Ozgen P.,1491.6360363807187,1483.6360363807187,1491.6360363807187,1483.2720727614374,,,,320.0,1594.0,
Palicova B.,1456.514987208554,1465.5390667764696,1474.2576240894036,1448.5152481788073,,,,179.0,403.0,
Paoletti M.,1484.5740919922787,1469.936420870863,1484.5740919922787,1469.1481839845574,,,,294.0,1208.0,
Paolini J.,1684.8197884090162,1686.299715117341,1637.7671009265105,1695.217115183189,,,,17.0,53.0,-0.016921451954478584
Papadakis L.,1488.1870125618418,1488.1870125618418,1471.918096389164,1476.3740251236836,,,,332.0,1161.0,
Papamichail D.,1443.8346108885835,1450.857631796243,1465.7092268475826,1431.4184536951655,,,,163.0,151.0,-0.07086231957757633
Paquet C.,1379.909294001945,1430.7907904542712,1436.4697532523405,1388.9395065046808,,,,236.0,138.0,-0.24659114742522395
Pareja J.,1489.2879061670633,1510.3345913352318,1498.5949958419785,1497.189991683957,,,,308.0,33.0,
Park S.,1469.6333077097215,1484.449166227761,1484.449166227761,1468.898332455522,,,,293.0,349.0,
Parks A.,1504.9317844544505,1492.7439370292598,1476.089466260076,1517.3166843505544,,,,89.0,3.0,0.026205156416229503
Parrizas Diaz N.,1462.824592823469,1427.9288315687752,1434.0156341284005,1442.8191214302533,,,,111.0,516.0,-0.21819991286626433
Parry D.,1634.0931425939416,1600.4413856489957,1593.9289793433152,1661.6157126234132,,,,50.0,1.0,0.17501329942799915
Pattinama Kerkhove L.,1468.433840691106,1483.7847016608562,1475.4342456325624,1467.5694033217126,,,,203.0,1174.0,-0.00532619487623337
Pavlyuchenkova A.,1536.955415148923,1520.729529511908,1555.0772668190345,1545.592110424876,,,,116.0,130.0,-0.43388968614808276
Pedone G.,1484.8341979685358,1468.9442257074056,1484.8341979685358,1469.6683959370716,,,,229.0,481.0,
Pegula J.,1926.607952556581,1816.422660250183,1802.4236746358752,1938.4487932104591,,,,3.0,6.0,-0.03859669527491194
Pera B.,1437.005841164733,1528.5701870505854,1470.5370540148288,1473.6571991061157,,,,111.0,388.0,0.049234026616929105
Perez E.,1440.8308877410554,1470.5419402108569,1470.5419402108569,1441.0838804217135,,,,456.0,1056.0,-0.33058689380450745
Peterson R.,1505.9153813617772,1455.5319112056843,1458.035020877294,1463.4011390408982,,,,86.0,1098.0,-0.10954796603974709
Petkovic A.,1461.6126855760474,1493.0138187344273,1468.4315549474475,1467.934601122409,,,,104.0,1461.0,-0.03977551987831879
Pieri J.,1480.9376882224065,1490.3296311588574,1490.3296311588574,1480.6592623177146,,,,284.0,1769.0,
Pieri T.,1500.1352811898885,1499.3793542689248,1500.1352811898885,1500.270562379777,,,,377.0,466.0,
Pigato L.,1486.320369199445,1471.7630884692676,1486.320369199445,1472.64073839889,,,,141.0,116.0,
Pigossi L.,1433.1127505650188,1474.2470121772294,1464.3783017332653,1444.7566034665308,,,,193.0,353.0,-0.08058794797080976
Pironkova T.,1484.0,1492.0,1492.0,1484.0,,,,107.0,1825.0,-0.12214328721724893
Pliskova Ka.,1629.2867672864504,1633.6165741211285,1606.4791510393322,1673.710346604929,,,,57.0,16.0,-0.08454867235496233
Pliskova Kr.,1483.5987549858842,1491.6157090509687,1491.6157090509687,1483.2314181019374,,,,129.0,1798.0,-0.047720866446558874
Podoroska N.,1432.3772123055896,1406.9588403927141,1425.1375410169285,1405.6104664109846,,,,537.0,41.0,-0.0010253273968175436
Podrez V.,1506.8817698669416,1533.6674978465765,1514.8817698669416,1529.7635397338831,,,,140.0,41.0,
Pohankova M.,1519.7561585089256,1512.1965421143323,1512.6166918332951,1524.3930842286647,,,,280.0,80.0,
Ponchet J.,1428.6772785942298,1438.1205041329495,1443.5344967589463,1420.3413590575049,,,,170.0,138.0,0.18059351705419374
Popa G.S.,1491.1788748749182,1482.736339233972,1491.1788748749182,1482.3577497498366,,,,1225.0,411.0,
Potapova A.,1644.6606013093956,1718.3085193107454,1620.5215106701726,1716.2952791124835,,,,25.0,14.0,-0.1579785739366697
Preston T.,1515.3300951321758,1509.059830944304,1501.479831415396,1518.1196618886079,,,,124.0,73.0,0.2030487444705843
Pridankina E.,1456.2259793696044,1457.9953135149167,1472.9433155157499,1445.8866310315,,,,184.0,40.0,-0.1293499770745034
Prisacariu A.,1476.4037794956048,1478.2739606209457,1484.9874462458645,1469.974892491729,,,,474.0,411.0,
Prozorova T.,1433.0294293266443,1465.8495840995106,1468.584166568446,1437.1683331368924,,,,181.0,31.0,-0.08992262767311815
Putintseva Y.,1528.7282902494828,1531.1992869346755,1520.9430455708152,1523.016748593366,,,,81.0,16.0,-0.16938365917805354
Quevedo K.,1486.8158571478343,1493.6876019655633,1493.4490561030377,1486.8981122060754,,,,101.0,41.0,0.010656500381921563
Radisic N.,1483.263693206478,1491.631846603239,1491.631846603239,1483.263693206478,,,,535.0,1812.0,
Raducanu E.,1653.905963544103,1606.475585790446,1647.12091476062,1678.955626282237,,,,42.0,77.0,-0.0769393770150758
Radwanska U.,1467.1616069916572,1483.4298600313987,1483.4298600313987,1466.8597200627971,,,,210.0,1770.0,-0.22683529410116826
Raina A.,1439.4705011485446,1459.6140323974946,1467.6140323974946,1435.2280647949895,,,,200.0,1049.0,-0.11270701664875499
Rajecki A.,1492.853807552581,1492.853807552581,1484.4374896226695,1485.707615105162,,,,884.0,803.0,
Rajeshwaran Revathi M.,1484.0,1492.0,1492.0,1484.0,,,,658.0,305.0,
Rakhimova K.,1483.1770661658568,1492.8060130402341,1512.2862624947898,1512.8099191356735,,,,83.0,15.0,0.13663649659413918
Rakotomanga Rajaonah T.,1511.0856395885407,1480.1827506710397,1498.8525491755383,1497.7050983510767,,,,153.0,97.0,-0.10367451076030337
Rapolu M.,1482.0430929493268,1490.7163753709697,1490.7163753709697,1481.4327507419393,,,,542.0,552.0,
Ren Y.,1480.8341296754297,1490.0299156807168,1490.0299156807168,1480.059831361434,,,,500.0,703.0,
Reyngold E.,1490.1672144153197,1481.1014750759061,1490.1672144153197,1480.3344288306394,,,,333.0,1567.0,
Riera J.,1502.418039975445,1521.660697253876,1499.2213294424814,1513.34212741615,,,,186.0,149.0,0.08004628183634105
Riske A.,1601.2963841198416,1546.5499533563602,1563.538535819268,1602.1004421870596,,,,29.0,1456.0,0.09747423018810697
Riske-Amritraj A.,1388.395615336829,1433.026558492234,1432.7741559050958,1380.3831164741107,,,,141.0,1152.0,-0.32142090771032883
Ristic M.,1480.5378754987873,1463.852319558931,1480.5378754987873,1461.0757509975747,,,,301.0,776.0,
Robbe A.,1495.9901817374953,1489.2347943414143,1495.9901817374953,1491.9803634749906,,,,265.0,866.0,
Rodina E.,1482.809574313902,1469.7459056026169,1476.6387561022602,1468.6943886955207,,,,290.0,1139.0,-0.025997064385770097
Rodionova Ar.,1437.4508186901453,1457.1603948769257,1460.6476606307365,1430.8278107021251,,,,250.0,303.0,-0.18119734175012045
Rodriguez V.,1453.7416696136838,1476.7031073094188,1476.7031073094188,1453.4062146188376,,,,411.0,354.0,
Rogers A.S.,1480.3660746819091,1489.6745753199755,1489.6745753199755,1479.349150639951,,,,250.0,355.0,
Rogers S.,1503.5695964816873,1496.0191606375104,1484.2127211349698,1502.5752053023516,,,,356.0,732.0,-0.12673707741249224
Romero Gormaz L.,1480.4674238448638,1488.1618869977385,1490.4362032518202,1480.8724065036406,,,,153.0,38.0,-0.01770229499590492
Rosatello C.,1479.7694737170382,1478.170177701451,1488.09649928331,1476.19299856662,,,,245.0,468.0,-0.05745976640150524
Routliffe E.,1489.4418990837075,1506.0693602073386,1498.0693602073386,1496.1387204146772,,,,858.0,1196.0,
Rouvroy M.,1478.8663938067539,1459.7234033208092,1478.8663938067539,1457.732787613508,,,,321.0,411.0,
Ruggeri J.,1493.6811658764284,1485.1102729842341,1493.6811658764284,1487.3623317528568,,,,265.0,117.0,
Rus A.,1419.3448809154588,1458.5961616630302,1426.961028905712,1424.9383219201163,,,,187.0,40.0,-0.107751880565565
Ruse E-G.,1492.8172298919071,1486.4019798343047,1492.8172298919071,1485.634459783814,,,,69.0,1503.0,
Ruse E.G.,1565.530389020256,1583.3055787992444,1594.2695441876162,1638.0765435459068,,,,74.0,17.0,0.06882436339849052
Ruzic A.,1508.3110217594647,1497.7091299170702,1482.5050394602663,1501.0246458332601,,,,81.0,6.0,-0.23282151884674301
Rybakina E.,1825.9910902894007,1703.3596735229362,1631.6676028102775,1801.5323190351037,,,,2.0,11.0,0.03207770426567347
Sabalenka A.,2004.294852974173,1898.7186267999614,1833.5847775548352,1978.6403867926117,,,,1.0,10.0,-0.2144263720334385
Saigo R.,1456.04954819186,1478.7102305003532,1478.7102305003532,1457.4204610007062,,,,365.0,306.0,
Saito S.,1481.46124747965,1492.775853969607,1492.775853969607,1485.5517079392137,,,,161.0,671.0,
Sakatsume H.,1492.360652924162,1493.4135934666842,1485.9296904315465,1486.8271869333682,,,,125.0,76.0,0.04605407247847981
Sakellaridi S.,1483.4505597251482,1491.75186280957,1491.75186280957,1483.50372561914,,,,442.0,47.0,
Sakkari M.,1636.483529366106,1593.1189654192435,1577.3034909146331,1634.5643622936614,,,,32.0,13.0,0.10398492341972687
Salkova D.,1536.0577200412508,1511.4890119245351,1515.4739489444569,1530.9478978889135,,,,127.0,37.0,0.0388848401535874
Samson L.,1479.5591483319974,1503.2367180692486,1494.2783689098524,1488.556737819705,,,,150.0,40.0,
Samsonova L.,1634.7937885118884,1616.6827444303697,1620.6241223643067,1652.2485453851111,,,,43.0,13.0,0.19635200575240846
Samudio A.,1491.3645748381516,1484.051910492144,1491.3645748381516,1482.7291496763032,,,,1077.0,1245.0,
Sanchez A.S.,1433.8305169379414,1459.287822903593,1464.64723765093,1429.2944753018603,,,,231.0,151.0,-0.23686533182889544
Sanchez Uribe M.J.,1492.0,1484.0,1492.0,1484.0,,,,1259.0,516.0,
Sanders S.,1364.965817685037,1419.6480974966173,1419.6480974966173,1355.2961949932346,,,,200.0,1257.0,-0.2530909871004514
Sasnovich A.,1507.8613505234875,1487.3420336894046,1492.8418566453436,1504.193166902178,,,,133.0,40.0,-0.17398373901154518
Saville D.,1488.8879999589196,1479.3512657386536,1467.2168852290863,1479.4774545009059,,,,137.0,461.0,-0.08262716529316827
Savinykh V.,1473.4431079557714,1486.5011554231064,1486.5011554231064,1473.002310846213,,,,146.0,1045.0,-0.027630817065263213
Sawangkaew M.,1531.9290180866815,1524.2505497402171,1531.1365480796703,1548.5010994804345,,,,105.0,16.0,0.07640369756440224
Schmiedlova A.,1415.9821522324066,1441.6218650939145,1441.5951485752967,1415.5235804349516,,,,98.0,718.0,-0.10147908184317844
Schunk N.,1460.1573537050426,1440.6535891798794,1459.469486564505,1434.9389731290098,,,,418.0,40.0,
Schuurs D.,1485.0372493233267,1492.7597653292964,1492.7597653292964,1485.5195306585929,,,,136.0,1078.0,
Scott K.,1445.7656367084503,1462.2934922400605,1468.940313995552,1437.8806279911043,,,,565.0,378.0,
Sebov K.,1482.7423693912137,1483.4624097901847,1490.5119427273016,1481.023885454603,,,,231.0,26.0,0.008075902520574607
Seguel D.,1491.6142294706237,1483.6142294706237,1491.6142294706237,1483.2284589412475,,,,224.0,1608.0,
Seidel E.,1445.0302459487687,1444.5137571649332,1460.497111248645,1431.6339635698541,,,,103.0,41.0,-0.29185702227202903
Selekhmeteva O.,1485.4022480366943,1458.2662272989141,1488.8560905592058,1473.0952048836054,,,,91.0,59.0,-0.11191544173998907
Semenistaja D.,1440.9109981238912,1458.3616895766313,1457.091549865448,1432.295879755361,,,,109.0,40.0,-0.15902314556785913
Serban R.,1474.9920468262244,1450.9759408998643,1474.9920468262244,1449.984093652449,,,,224.0,411.0,
Sevastova A.,1531.2826899515042,1504.5314880714782,1496.446368531399,1525.0583044373352,,,,208.0,307.0,0.09560979953162307
Sharma A.,1420.0614814066025,1476.3049184099914,1464.654955852276,1446.0123136949028,,,,148.0,405.0,0.13413603186911466
Sherif M.,1383.2013919142478,1567.704602564158,1484.118794658857,1514.3964937795843,,,,51.0,6.0,0.42802829113490654
Shi H.,1454.262993012294,1477.783030564512,1477.783030564512,1455.566061129024,,,,312.0,340.0,
Shibahara E.,1459.5800569076684,1478.4912072904326,1472.12972325552,1460.1017891462493,,,,193.0,307.0,0.00037402132188024684
Shimizu A.,1482.608163195826,1492.2515445050217,1492.2515445050217,1484.5030890100436,,,,425.0,230.0,
Shinikova I.,1489.7590507146497,1495.059352489368,1495.059352489368,1490.118704978736,,,,214.0,1440.0,-0.10837190209427872
Shnaider D.,1731.7257806192242,1709.6862752931188,1648.749990565182,1759.411053509355,,,,14.0,11.0,0.22491751814515887
Shvedova Y.,1484.0,1492.0,1492.0,1484.0,,,,452.0,1825.0,-0.21312349727925523
Shymanovich I.,1473.661478393374,1483.245448784971,1478.6643984932384,1474.0562804644612,,,,205.0,32.0,0.014018117551226894
Sidorova K.,1491.5027060843272,1495.942150354475,1495.942150354475,1491.8843007089497,,,,541.0,307.0,
Siegemund L.,1545.4982539816858,1537.2311242104538,1529.815408100541,1560.4193870714757,,,,40.0,61.0,-0.01812707415495235
Sierra S.,1477.7244395102534,1554.0826492393162,1524.1562693370693,1540.663992518484,,,,86.0,26.0,-0.007335672665800874
Silva E.,1490.6234726774558,1490.6234726774558,1482.6234726774558,1481.2469453549115,,,,343.0,1545.0,
Siniakova K.,1630.7282228748843,1542.601915773416,1577.5804788771609,1629.6147893121379,,,,44.0,12.0,-0.0687487775943671
Siskova A.,1489.2384864191145,1508.2068129810414,1498.1977811250053,1496.395562250011,,,,255.0,209.0,
Snigur D.,1581.8507875473165,1555.8174135702445,1559.8963505785832,1603.6043359088198,,,,45.0,14.0,0.17270110609222167
Soboleva A.,1474.0592223997517,1476.3741832947144,1484.2398012715662,1468.4796025431326,,,,231.0,769.0,
Sobolieva A.,1495.8201535650244,1490.513695560714,1495.8201535650244,1491.6403071300488,,,,256.0,462.0,
Sonmez Z.,1547.598081299584,1515.364613688989,1532.1870287694535,1557.9265893376382,,,,50.0,15.0,-0.020837194372283485
Sonobe W.,1506.5069928886883,1504.1139103223627,1504.1139103223627,1508.2278206447254,,,,263.0,311.0,
Sorribes Tormo S.,1505.913582304689,1506.6452842835383,1479.548515307842,1494.190466847759,,,,212.0,40.0,-0.3021156748631563
Spiteri D.,1492.0760501661694,1483.6851744134656,1492.0760501661694,1484.1521003323385,,,,508.0,1209.0,
Sramkova R.,1480.7730820955135,1488.8808426347714,1495.8053937447073,1481.2584412030462,,,,141.0,26.0,-0.3198155548835146
Stakusic M.,1504.2260754703746,1486.949148053206,1492.6381540610787,1498.0677571806805,,,,130.0,179.0,0.03891224072039429
Starodubtseva Y.,1476.5397363336333,1544.8654932247048,1486.8715766928008,1511.33061251532,,,,74.0,2.0,-0.17473366580967514
Stearns P.,1566.8433423522144,1614.1512552767495,1515.77366600424,1591.9635953686923,,,,53.0,14.0,-0.12407614420517321
Stefanini L.,1417.8847501112498,1410.2268787228872,1436.7557278715058,1402.0198596465925,,,,142.0,14.0,-0.08755658602259209
Steiner V.,1484.0246350206135,1468.462703804733,1484.0246350206135,1468.0492700412267,,,,544.0,40.0,
Stephens S.,1457.4922500660973,1496.3241988730974,1466.3344033345722,1466.8472993521375,,,,240.0,12.0,0.08374266472482556
Stevanovic N.,1498.7577218959484,1493.80332533389,1500.7826142794331,1497.5154437918968,,,,204.0,865.0,
Stoiana M.,1452.6921647023732,1464.4270793589976,1473.586235593988,1447.172471187976,,,,130.0,16.0,
Stojanovic N.,1474.8355158892111,1484.4578777088332,1477.7156523379622,1468.9157554176666,,,,163.0,404.0,-0.15102215415360576
Stojsavljevic M.,1466.8851479913865,1477.2796926391245,1458.1467105785744,1454.559385278249,,,,276.0,62.0,
Stollar F.,1496.770749241026,1491.1141700543649,1496.770749241026,1493.5414984820516,,,,280.0,775.0,-0.1809775608422764
Stosur S.,1464.2103095257157,1469.624409697526,1477.992563094287,1455.985126188574,,,,490.0,1568.0,-0.27952704058019595
Strakhova V.,1484.0,1492.0,1492.0,1484.0,,,,303.0,355.0,
Strycova B.,1459.816734240111,1478.8423969086248,1463.5103060285305,1452.1979197864362,,,,430.0,1097.0,-0.2656343966708121
Stusek J.,1491.974343590281,1488.9511098984735,1483.6100252254587,1483.9486871805618,,,,435.0,39.0,
Suarez Navarro C.,1484.0,1492.0,1492.0,1484.0,,,,335.0,1826.0,-0.10097485220279545
Sun L.,1487.3303875962474,1481.4790967378422,1507.9859850648309,1496.3755635381112,,,,105.0,153.0,-0.0673053603757019
Svitolina E.,1854.92103518952,1849.4100100878695,1732.5736558875078,1885.7913882467396,,,,9.0,13.0,-0.06501620051631307
Swan K.,1516.115699828706,1501.5491049703978,1486.3921930186316,1503.0982099407954,,,,196.0,59.0,0.10273300503308325
Swiatek I.,1922.9550898207292,1905.2418992483872,1814.0870622362386,1937.987381023706,,,,5.0,8.0,0.1935924835652264
Szabanin N.,1476.6825790880334,1454.1633251925302,1476.6825790880334,1453.365158176067,,,,572.0,776.0,
Tagger L.,1567.6100437953176,1519.0153794125222,1521.4714521396352,1558.9429042792704,,,,48.0,6.0,0.10469958777393584
Tan H.,1426.162707469695,1442.497177986586,1472.860185669832,1425.0207634828585,,,,202.0,137.0,0.011786881862660525
Tararudee L.,1519.3223347132353,1513.744767962532,1516.3583444765031,1527.489535925064,,,,78.0,27.0,0.12404599438390812
Tauson C.,1623.8015056705517,1563.8308354806027,1559.9599233921626,1620.7591912161072,,,,42.0,2.0,-0.01137961513739083
Teichmann J.,1518.059470505576,1586.244536305359,1494.9855864891638,1573.1860868592228,,,,170.0,91.0,0.15960892902070228
Thandi K.,1497.9683545341954,1498.3092224961365,1498.3092224961365,1496.6184449922732,,,,359.0,1446.0,
Tian F.,1488.0800046230192,1494.0985748071464,1494.0985748071464,1488.1971496142928,,,,553.0,1064.0,
Tig P.M.,1449.382013721201,1453.7174141994637,1470.007710738367,1440.015421476734,,,,210.0,411.0,-0.12147686640527999
Tikhonova A.,1434.1313019338304,1426.6863477927855,1443.8707345987991,1403.741469197598,,,,1178.0,153.0,
Timofeeva M.,1507.6536515362363,1473.948065900545,1498.5959517414262,1490.1435500116756,,,,92.0,5.0,-0.0797464279630472
Tjandramulia O.,1483.1691490683916,1491.4238144621963,1491.4238144621963,1482.847628924393,,,,421.0,1447.0,
Tjen J.,1524.5741235536702,1489.3016749534472,1485.2874492422459,1507.2093431563567,,,,35.0,4.0,0.0522857318344046
Tkacheva M.,1480.8761146755119,1490.1604384857449,1490.1604384857449,1480.3208769714897,,,,366.0,1447.0,
Todoni A.,1466.542047358013,1456.0713555000084,1457.6444797148024,1447.474483382177,,,,90.0,426.0,-0.05862098495867851
Tomljanovic A.,1551.6127582455852,1494.5340369863711,1535.0965611208358,1531.4341037889778,,,,94.0,61.0,-0.1273090237781077
Tomova V.,1427.5964534229697,1422.9034415969377,1428.7397155495478,1420.473752987036,,,,207.0,47.0,-0.0664654864309831
Tona M.,1494.37714743793,1497.397229263584,1497.397229263584,1494.7944585271678,,,,384.0,45.0,
Topalova G.,1485.0666344784854,1471.2023098272093,1485.0666344784854,1470.133268956971,,,,229.0,769.0,
Torres Murcia M.C.,1480.6450243896343,1463.0140697026686,1480.6450243896343,1461.2900487792688,,,,880.0,152.0,
Toth A.,1482.621915301832,1465.7110607059217,1482.621915301832,1465.2438306036638,,,,371.0,776.0,
Townsend T.,1665.2389473742203,1570.5238175991403,1555.2420037665465,1665.9607701007963,,,,94.0,14.0,0.07939026344077138
Trevisan M.,1426.0228416778023,1441.2601472763918,1423.1689512897701,1412.6242498446227,,,,516.0,117.0,-0.003185361703458678
Tsurenko L.,1518.1691651741291,1554.7539107847592,1540.6340447143493,1531.5050872433533,,,,96.0,691.0,-0.20405397504456607
Tubello A.,1493.4760246190594,1485.8952183618035,1493.4760246190594,1486.952049238119,,,,226.0,96.0,
Uchijima M.,1386.482174929341,1428.227066502472,1418.8036136554551,1385.059586875479,,,,107.0,25.0,-0.18901686780997087
Udvardy P.,1475.2030040535296,1521.452850700563,1478.1426925075136,1508.8384394160391,,,,76.0,3.0,0.007682420340482887
Urgesi F.,1485.6347548721467,1469.1038442697409,1485.6347548721467,1471.2695097442934,,,,410.0,116.0,
Urhobo A.,1470.781691617064,1463.8016672167114,1479.707672954552,1459.4153459091042,,,,185.0,97.0,
Valdmannova V.,1485.4903613348802,1493.053367371323,1493.053367371323,1486.106734742646,,,,300.0,208.0,
Valentova T.,1593.3361280911727,1543.9250591014963,1541.8795655039514,1591.4551303560504,,,,64.0,13.0,0.09014559034812963
Van Uytvanck A.,1460.3116210959304,1440.7115286119574,1440.442582738906,1427.7190452647376,,,,245.0,769.0,-0.27648977727540425
Van den Broek I.L.,1493.721978728708,1493.721978728708,1484.817757870133,1487.443957457416,,,,704.0,445.0,
Vandeweghe C.,1460.1996028556623,1499.30576022184,1467.3057959108016,1467.3154087652092,,,,136.0,1276.0,-0.04784957898932457
Vandewinkel H.,1478.9561621109756,1482.077683231344,1480.364988681476,1473.00441990405,,,,82.0,16.0,
Vedder E.,1484.1059569431156,1471.012689191037,1476.6364646232414,1468.2119138862313,,,,249.0,410.0,
Vekic D.,1521.3731601614404,1544.5329760364189,1584.9497573489357,1568.2409711198852,,,,36.0,5.0,-0.01674735559410645
Vicens Mas R.,1491.9865859289414,1483.9865859289414,1491.9865859289414,1483.9731718578828,,,,177.0,1244.0,
Vickery S.,1426.3955344407736,1445.3168523113072,1460.4146269114267,1421.4652608305898,,,,160.0,720.0,-0.10443660661931747
Vidmanova D.,1498.3709586981495,1491.3101189078645,1492.8131621862692,1495.274428377466,,,,90.0,3.0,0.21948587094240068
Vikhlyantseva N.,1483.2298601853572,1491.6149300926786,1491.6149300926786,1483.2298601853572,,,,170.0,1797.0,-0.18953548759732958
Voegele S.,1394.5434416353803,1435.8187450861265,1443.8187450861265,1387.637490172253,,,,141.0,1609.0,-0.1152416398710136
Volodko K.,1483.8777309608956,1481.9564204642493,1488.670844691351,1477.341689382702,,,,267.0,1056.0,
Volynets K.,1446.4906705085266,1457.743717907048,1460.9922811989873,1465.7519190469186,,,,89.0,16.0,0.042088681686426765
Von Deichmann K.,1431.483971513371,1451.5110519948662,1460.9009203964847,1421.8018407929696,,,,158.0,515.0,
Vondrousova M.,1739.1179315417562,1700.8106118642165,1735.4327718975446,1793.2491732048443,,,,34.0,229.0,-0.013768935308232533
Vrancken Peeters A.,1492.077492823742,1492.077492823742,1485.2294470477254,1484.154985647484,,,,493.0,447.0,
Wagner S.,1484.6232045445445,1492.3052613071036,1492.3052613071036,1484.6105226142072,,,,316.0,1769.0,
Waltert S.,1465.0016447632402,1452.2568562112945,1457.0956569879024,1448.9574437730232,,,,87.0,15.0,-0.10656967609667678
Wang M.,1481.5509433254238,1490.8291668163629,1490.8291668163629,1481.6583336327258,,,,410.0,703.0,
Wang Q.,1467.1331243069897,1460.4863418390473,1454.4602452816407,1449.3904514662581,,,,403.0,704.0,-0.19012827440505936
Wang Xin.,1561.3100751882735,1508.0397479211697,1558.5479815032775,1574.9051699265513,,,,36.0,11.0,0.10797302466851866
Wang Xiy.,1460.4618594219037,1492.904297268497,1456.2970796206446,1479.356233152489,,,,108.0,10.0,-0.001159293423858565
Wang Y.,1500.3066103425695,1493.915920203427,1500.378130866809,1510.8296476302457,,,,298.0,304.0,-0.05702098648630771
Watson H.,1447.1930021730127,1462.5692723943343,1463.882604168054,1451.201626832415,,,,281.0,187.0,-0.14887506453322497
Wei S.,1422.4050966264108,1464.0173087741716,1464.0173087741716,1428.0346175483432,,,,207.0,307.0,-0.1331443461493425
Werner C.,1490.5685522377016,1500.556369642496,1497.8261583707308,1495.6523167414618,,,,271.0,305.0,
Wickmayer Y.,1458.6366737550406,1485.9438223047296,1452.4338827187307,1450.1491296611266,,,,764.0,426.0,-0.2928433689952233
Williams S.,1493.4234403261298,1489.6896193675364,1474.4220243379611,1479.3792387350727,,,,471.0,61.0,-0.33289850799960896
Williams V.,1313.5428827787296,1398.1057402157949,1385.1710589793774,1312.2114804315895,,,,615.0,16.0,-0.29186472316950585
Wong C.,1467.2747477811463,1483.4120736174375,1483.4120736174375,1466.824147234875,,,,412.0,670.0,
Wong Hong Yi C.,1484.0,1492.0,1492.0,1484.0,,,,498.0,307.0,
Wozniacki C.,1593.4065669972424,1545.5624827310137,1573.9433273495238,1605.966940123707,,,,71.0,727.0,0.05660577249199428
Wu H.C.,1487.9930397286516,1494.9875482293173,1494.9875482293173,1489.9750964586347,,,,669.0,1054.0,
Wuerth T.,1492.910353418204,1485.2426365455794,1492.910353418204,1485.820706836408,,,,205.0,412.0,
Wurth T.,1480.698539151882,1481.0710559163285,1488.2020690852721,1476.4041381705442,,,,461.0,769.0,
Xu M.,1487.0500098029465,1487.0500098029465,1464.0080288617078,1474.100019605893,,,,326.0,62.0,
Yamaguchi M.,1458.1534681099329,1479.8880177902115,1479.8880177902115,1459.7760355804232,,,,279.0,304.0,
